codigo_municipio,cod_seccion,mos,area_km2,setr,lat,lon,partes
05051,05051300302,137,23.6597550961,050513003,8.61289888661,-76.4942076622,1
05051,05051300303,101,21.5788801683,050513003,8.61158836857,-76.4592131954,1
05051,05051300304,69,24.7273762181,050513003,8.6147717121,-76.4333788956,1
05051,05051300305,144,25.9536113124,050513003,8.58779145149,-76.5442241152,1
05051,05051300401,119,24.4437116542,050513004,8.60506833612,-76.4080695912,1
05051,05051300402,168,23.8925204413,050513004,8.55459939744,-76.4105511216,1
05051,05051300403,114,24.25400584,050513004,8.51647228634,-76.393417646,1
05051,05051300404,194,33.5846386854,050513004,8.47336302679,-76.4353839036,1
05051,05051300501,51,17.18836778,050513005,8.56855699849,-76.3754100935,1
05051,05051300502,111,18.7089351139,050513005,8.51568831566,-76.3591466345,1
05051,05051300503,32,22.6439541388,050513005,8.47260318356,-76.3399398062,1
05051,05051300504,92,14.6242812069,050513005,8.4700025927,-76.3791271462,1
05051,05051300601,25,18.6656511876,050513006,8.6198567387,-76.3241787068,1
05051,05051300602,177,18.8470270846,050513006,8.63311330885,-76.2918109552,1
05051,05051300603,106,19.9328603448,050513006,8.57939251808,-76.3117527289,1
05051,05051300604,203,12.4263783146,050513006,8.60565300594,-76.2773258503,1
05051,05051300605,27,15.6810699816,050513006,8.5657753593,-76.3494532654,1
05051,05051300606,23,18.0356050929,050513006,8.51819247575,-76.3301369091,1
05051,05051300701,82,15.1349574191,050513007,8.58286499317,-76.5070262901,1
05051,05051300702,67,21.1905749757,050513007,8.54341621235,-76.5122901103,1
05051,05051300703,98,22.4984090984,050513007,8.53796936469,-76.4820827032,1
05051,05051300704,126,24.0865730972,050513007,8.54851021801,-76.4506751926,1
